"Kod";"Nazwa";"ogółem;ogółem;2020;[osoba]";"w wieku produkcyjnym;ogółem;2020;[osoba]";
1062000;"Powiat m.Piotrków Trybunalski";72250;41421;
1062011;"Piotrków Trybunalski (1)";72250;41421;
1063000;"Powiat m.Skierniewice";47655;27202;
1063011;"Skierniewice (1)";47655;27202;
1200000;"MAŁOPOLSKIE";3410441;2051948;
1201000;"Powiat bocheński";106947;64541;
1201011;"Bochnia (1)";29554;17074;
1201022;"Bochnia (2)";20152;12367;
1201032;"Drwinia (2)";6494;3946;
1201042;"Lipnica Murowana (2)";5642;3483;
1201052;"Łapanów (2)";8197;5109;
1201063;"Nowy Wiśnicz (3)";14250;8577;
1201064;"Nowy Wiśnicz - miasto (4)";2763;1628;
1201065;"Nowy Wiśnicz - obszar wiejski (5)";11487;6949;
1201072;"Rzezawa (2)";11430;7185;
1201082;"Trzciana (2)";5646;3456;
1201092;"Żegocina (2)";5582;3344;
1202000;"Powiat brzeski";93035;57353;
1202012;"Borzęcin (2)";8267;5309;
1202023;"Brzesko (3)";36264;22278;
1202024;"Brzesko - miasto (4)";16764;9802;
1202025;"Brzesko - obszar wiejski (5)";19500;12476;
1202033;"Czchów (3)";9814;5961;
1202034;"Czchów - miasto (4)";2323;1415;
1202035;"Czchów - obszar wiejski (5)";7491;4546;
1202042;"Dębno (2)";14751;9168;
1202052;"Gnojnik (2)";8020;4881;
1202062;"Iwkowa (2)";6512;3904;
1202072;"Szczurowa (2)";9407;5852;
1203000;"Powiat chrzanowski";123664;73455;
1203013;"Alwernia (3)";12490;7669;
1203014;"Alwernia - miasto (4)";3336;2064;
1203015;"Alwernia - obszar wiejski (5)";9154;5605;
1203022;"Babice (2)";9084;5615;
1203033;"Chrzanów (3)";46321;26822;
1203034;"Chrzanów - miasto (4)";36118;20726;
1203035;"Chrzanów - obszar wiejski (5)";10203;6096;
1203043;"Libiąż (3)";22136;13352;
1203044;"Libiąż - miasto (4)";16838;10120;
1203045;"Libiąż - obszar wiejski (5)";5298;3232;
1203053;"Trzebinia (3)";33633;19997;
1203054;"Trzebinia - miasto (4)";19507;11480;
1203055;"Trzebinia - obszar wiejski (5)";14126;8517;
1204000;"Powiat dąbrowski";58977;37223;
1204012;"Bolesław (2)";2586;1703;
1204023;"Dąbrowa Tarnowska (3)";21187;13153;
1204024;"Dąbrowa Tarnowska - miasto (4)";11828;7245;
1204025;"Dąbrowa Tarnowska - obszar wiejski (5)";9359;5908;
1204032;"Gręboszów (2)";3316;2104;
1204042;"Mędrzechów (2)";3404;2181;
1204052;"Olesno (2)";7928;5044;
1204062;"Radgoszcz (2)";7453;4722;
1204073;"Szczucin (3)";13103;8316;
1204074;"Szczucin - miasto (4)";4154;2632;
1204075;"Szczucin - obszar wiejski (5)";8949;5684;
1205000;"Powiat gorlicki";108487;65518;
1205011;"Gorlice (1)";26973;15456;
1205023;"Biecz (3)";16742;10174;
1205024;"Biecz - miasto (4)";4549;2693;
1205025;"Biecz - obszar wiejski (5)";12193;7481;
1205033;"Bobowa (3)";9805;5977;
1205034;"Bobowa - miasto (4)";3137;1905;
1205035;"Bobowa - obszar wiejski (5)";6668;4072;
1205042;"Gorlice (2)";17271;10757;
1205052;"Lipinki (2)";6800;4152;
1205062;"Łużna (2)";8517;5244;
1205072;"Moszczenica (2)";5026;3081;
1205082;"Ropa (2)";5536;3380;
1205092;"Sękowa (2)";4937;3066;
1205102;"Uście Gorlickie (2)";6880;4231;
1206000;"Powiat krakowski";281440;170468;
1206012;"Czernichów (2)";14704;9164;
1206022;"Igołomia-Wawrzeńczyce (2)";7728;4656;
1206032;"Iwanowice (2)";9215;5623;
1206042;"Jerzmanowice-Przeginia (2)";10955;6706;
1206052;"Kocmyrzów-Luborzyca (2)";16020;10009;
1206063;"Krzeszowice (3)";32104;18909;
1206064;"Krzeszowice - miasto (4)";9969;5558;
1206065;"Krzeszowice - obszar wiejski (5)";22135;13351;
1206072;"Liszki (2)";17495;10563;
1206082;"Michałowice (2)";10909;6743;
1206092;"Mogilany (2)";14423;8871;
1206103;"Skała (3)";10553;6372;
1206104;"Skała - miasto (4)";3755;2227;
1206105;"Skała - obszar wiejski (5)";6798;4145;
1206113;"Skawina (3)";43751;26360;
1206114;"Skawina - miasto (4)";24366;14344;
1206115;"Skawina - obszar wiejski (5)";19385;12016;
1206123;"Słomniki (3)";13557;8155;
1206124;"Słomniki - miasto (4)";4293;2552;
1206125;"Słomniki - obszar wiejski (5)";9264;5603;
1206132;"Sułoszowa (2)";5807;3435;
1206143;"Świątniki Górne (3)";10302;6418;
1206144;"Świątniki Górne - miasto (4)";2441;1507;
1206145;"Świątniki Górne - obszar wiejski (5)";7861;4911;
1206152;"Wielka Wieś (2)";13162;8039;
1206162;"Zabierzów (2)";27065;16186;
1206172;"Zielonki (2)";23690;14259;
1207000;"Powiat limanowski";132148;80435;
1207011;"Limanowa (1)";15067;8711;
1207021;"Mszana Dolna (1)";7899;4760;
1207032;"Dobra (2)";10037;6157;
1207042;"Jodłownik (2)";8717;5187;
1207052;"Kamienica (2)";7883;4911;
1207062;"Laskowa (2)";8195;4976;
1207072;"Limanowa (2)";25797;15957;
1207082;"Łukowica (2)";10133;6063;
1207092;"Mszana Dolna (2)";17618;10878;
1207102;"Niedźwiedź (2)";7379;4619;
1207112;"Słopnice (2)";6815;4263;
1207122;"Tymbark (2)";6608;3953;
1208000;"Powiat miechowski";48464;28306;
1208012;"Charsznica (2)";7377;4342;
1208022;"Gołcza (2)";6034;3677;
1208032;"Kozłów (2)";4557;2704;
1208042;"Książ Wielki (2)";5030;2850;
1208053;"Miechów (3)";19494;11314;
1208054;"Miechów - miasto (4)";11500;6557;
1208055;"Miechów - obszar wiejski (5)";7994;4757;
1208062;"Racławice (2)";2485;1444;
1208072;"Słaboszów (2)";3487;1975;
1209000;"Powiat myślenicki";127972;78447;
1209013;"Dobczyce (3)";15346;9575;
1209014;"Dobczyce - miasto (4)";6425;3934;
1209015;"Dobczyce - obszar wiejski (5)";8921;5641;
1209022;"Lubień (2)";10080;6238;
1209033;"Myślenice (3)";44519;27023;
1209034;"Myślenice - miasto (4)";18325;10626;
1209035;"Myślenice - obszar wiejski (5)";26194;16397;
1209042;"Pcim (2)";11147;6834;
1209052;"Raciechowice (2)";6471;3933;
1209062;"Siepraw (2)";9070;5576;
1209073;"Sułkowice (3)";15061;9300;
1209074;"Sułkowice - miasto (4)";6658;4113;
1209075;"Sułkowice - obszar wiejski (5)";8403;5187;
1209082;"Tokarnia (2)";8860;5489;
1209092;"Wiśniowa (2)";7418;4479;
1210000;"Powiat nowosądecki";217071;133555;
1210011;"Grybów (1)";5986;3613;
1210022;"Chełmiec (2)";28959;18284;
1210032;"Gródek nad Dunajcem (2)";9243;5743;
1210042;"Grybów (2)";25618;15540;
1210052;"Kamionka Wielka (2)";10485;6549;
1210062;"Korzenna (2)";14546;9090;
1210073;"Krynica-Zdrój (3)";16596;9796;
1210074;"Krynica-Zdrój - miasto (4)";10456;6016;
1210075;"Krynica-Zdrój - obszar wiejski (5)";6140;3780;
1210082;"Łabowa (2)";6115;3799;
1210092;"Łącko (2)";16579;10091;
1210102;"Łososina Dolna (2)";11165;6707;
1210113;"Muszyna (3)";11535;7035;
1210114;"Muszyna - miasto (4)";4737;2862;
1210115;"Muszyna - obszar wiejski (5)";6798;4173;
1210122;"Nawojowa (2)";8788;5440;
1210133;"Piwniczna-Zdrój (3)";10520;6552;
1210134;"Piwniczna-Zdrój - miasto (4)";5793;3629;
1210135;"Piwniczna-Zdrój - obszar wiejski (5)";4727;2923;
1210142;"Podegrodzie (2)";13391;8211;
1210152;"Rytro (2)";3752;2301;
1210163;"Stary Sącz (3)";23793;14804;
1210164;"Stary Sącz - miasto (4)";9016;5482;
1210165;"Stary Sącz - obszar wiejski (5)";14777;9322;
1211000;"Powiat nowotarski";191646;118189;
1211011;"Nowy Targ (1)";33257;19969;
1211023;"Szczawnica (3)";7145;4345;
1211024;"Szczawnica - miasto (4)";5655;3385;
1211025;"Szczawnica - obszar wiejski (5)";1490;960;
1211032;"Czarny Dunajec (2)";22592;14079;
1211042;"Czorsztyn (2)";7664;4737;
1211052;"Jabłonka (2)";18721;11628;
1211062;"Krościenko nad Dunajcem (2)";6749;3988;
1211072;"Lipnica Wielka (2)";6012;3707;
1211082;"Łapsze Niżne (2)";9355;5824;
1211092;"Nowy Targ (2)";24131;15136;
1211102;"Ochotnica Dolna (2)";8503;5345;
1211112;"Raba Wyżna (2)";14789;9253;
1211123;"Rabka-Zdrój (3)";16987;10320;
1211124;"Rabka-Zdrój - miasto (4)";12662;7581;
1211125;"Rabka-Zdrój - obszar wiejski (5)";4325;2739;
1211132;"Spytkowice (2)";4626;2879;
1211142;"Szaflary (2)";11115;6979;
1212000;"Powiat olkuski";110471;65030;
1212011;"Bukowno (1)";9976;5846;
1212032;"Bolesław (2)";7727;4475;
1212042;"Klucze (2)";14909;8845;
1212053;"Olkusz (3)";48206;27873;
1212054;"Olkusz - miasto (4)";34757;19741;
1212055;"Olkusz - obszar wiejski (5)";13449;8132;
1212062;"Trzyciąż (2)";7039;4288;
1212073;"Wolbrom (3)";22614;13703;
1212074;"Wolbrom - miasto (4)";8480;5044;
1212075;"Wolbrom - obszar wiejski (5)";14134;8659;
1213000;"Powiat oświęcimski";152687;90682;
1213011;"Oświęcim (1)";37569;21231;
1213023;"Brzeszcze (3)";21103;12554;
1213024;"Brzeszcze - miasto (4)";11092;6506;
1213025;"Brzeszcze - obszar wiejski (5)";10011;6048;
1213033;"Chełmek (3)";12837;7745;
1213034;"Chełmek - miasto (4)";8912;5312;
1213035;"Chełmek - obszar wiejski (5)";3925;2433;
1213043;"Kęty (3)";33990;20250;
1213044;"Kęty - miasto (4)";18443;10721;
1213045;"Kęty - obszar wiejski (5)";15547;9529;
1213052;"Osiek (2)";8271;5087;
1213062;"Oświęcim (2)";18629;11404;
1213072;"Polanka Wielka (2)";4318;2702;
1213082;"Przeciszów (2)";6739;4051;
1213093;"Zator (3)";9231;5658;
1213094;"Zator - miasto (4)";3616;2213;
1213095;"Zator - obszar wiejski (5)";5615;3445;
1214000;"Powiat proszowicki";43057;26076;
1214012;"Koniusza (2)";8987;5419;
1214023;"Koszyce (3)";5400;3320;
1214024;"Koszyce - miasto (4)";775;473;
1214025;"Koszyce - obszar wiejski (5)";4625;2847;
1214033;"Nowe Brzesko (3)";5676;3399;
1214034;"Nowe Brzesko - miasto (4)";1654;973;
1214035;"Nowe Brzesko - obszar wiejski (5)";4022;2426;
1214042;"Pałecznica (2)";3568;2128;
1214053;"Proszowice (3)";16097;9808;
1214054;"Proszowice - miasto (4)";5977;3572;
1214055;"Proszowice - obszar wiejski (5)";10120;6236;
1214062;"Radziemice (2)";3329;2002;
1215000;"Powiat suski";83761;51179;
1215011;"Jordanów (1)";5152;3131;
1215021;"Sucha Beskidzka (1)";9044;5321;
1215032;"Budzów (2)";8902;5489;
1215042;"Bystra-Sidzina (2)";6895;4385;
1215052;"Jordanów (2)";11240;6904;
1215063;"Maków Podhalański (3)";15952;9647;
1215064;"Maków Podhalański - miasto (4)";5769;3373;
1215065;"Maków Podhalański - obszar wiejski (5)";10183;6274;
1215072;"Stryszawa (2)";11926;7305;
1215082;"Zawoja (2)";9039;5534;
1215092;"Zembrzyce (2)";5611;3463;
1216000;"Powiat tarnowski";201230;125613;
1216013;"Ciężkowice (3)";11237;6820;
1216014;"Ciężkowice - miasto (4)";2447;1467;
1216015;"Ciężkowice - obszar wiejski (5)";8790;5353;
1216022;"Gromnik (2)";8952;5486;
1216032;"Lisia Góra (2)";15432;9733;
1216042;"Pleśna (2)";11930;7505;
1216053;"Radłów (3)";9604;6108;
1216054;"Radłów - miasto (4)";2757;1714;
1216055;"Radłów - obszar wiejski (5)";6847;4394;
1216063;"Ryglice (3)";11623;7281;
1216064;"Ryglice - miasto (4)";2830;1741;
1216065;"Ryglice - obszar wiejski (5)";8793;5540;
1216072;"Rzepiennik Strzyżewski (2)";6750;4165;
1216082;"Skrzyszów (2)";14326;9043;
1216092;"Tarnów (2)";26224;16544;
1216103;"Tuchów (3)";17809;10899;
1216104;"Tuchów - miasto (4)";6510;3913;
1216105;"Tuchów - obszar wiejski (5)";11299;6986;
1216112;"Wierzchosławice (2)";10793;6698;
1216122;"Wietrzychowice (2)";3924;2558;
1216133;"Wojnicz (3)";13340;8304;
1216134;"Wojnicz - miasto (4)";3310;2004;
1216135;"Wojnicz - obszar wiejski (5)";10030;6300;
1216143;"Zakliczyn (3)";12536;7724;
1216144;"Zakliczyn - miasto (4)";1628;949;
1216145;"Zakliczyn - obszar wiejski (5)";10908;6775;
1216153;"Żabno (3)";18862;11951;
1216154;"Żabno - miasto (4)";4184;2570;
1216155;"Żabno - obszar wiejski (5)";14678;9381;
1216162;"Szerzyny (2)";7888;4794;
1217000;"Powiat tatrzański";68049;40759;
1217011;"Zakopane (1)";26846;15417;
1217022;"Biały Dunajec (2)";7166;4457;
1217032;"Bukowina Tatrzańska (2)";13455;8164;
1217042;"Kościelisko (2)";8867;5508;
1217052;"Poronin (2)";11715;7213;
1218000;"Powiat wadowicki";159662;96821;
1218013;"Andrychów (3)";43285;25827;
1218014;"Andrychów - miasto (4)";19837;11323;
1218015;"Andrychów - obszar wiejski (5)";23448;14504;
1218022;"Brzeźnica (2)";10521;6461;
1218033;"Kalwaria Zebrzydowska (3)";20022;12287;
1218034;"Kalwaria Zebrzydowska - miasto (4)";4469;2606;
1218035;"Kalwaria Zebrzydowska - obszar wiejski (5)";15553;9681;
1218042;"Lanckorona (2)";6225;3814;
1218052;"Mucharz (2)";4137;2537;
1218062;"Spytkowice (2)";10312;6465;
1218072;"Stryszów (2)";6848;4306;
1218082;"Tomice (2)";8223;5040;
1218093;"Wadowice (3)";37585;22406;
1218094;"Wadowice - miasto (4)";18379;10439;
1218095;"Wadowice - obszar wiejski (5)";19206;11967;
1218102;"Wieprz (2)";12504;7678;
1219000;"Powiat wielicki";130651;79357;
1219012;"Biskupice (2)";10556;6470;
1219022;"Gdów (2)";18388;11340;
1219032;"Kłaj (2)";10836;6578;
1219043;"Niepołomice (3)";29638;17944;
1219044;"Niepołomice - miasto (4)";14022;8315;
1219045;"Niepołomice - obszar wiejski (5)";15616;9629;
1219053;"Wieliczka (3)";61233;37025;
1219054;"Wieliczka - miasto (4)";24215;14236;
1219055;"Wieliczka - obszar wiejski (5)";37018;22789;
1261000;"Powiat m.Kraków";779966;457125;
1261011;"Kraków (1)";779966;457125;
1262000;"Powiat m.Nowy Sącz";83558;49324;
1262011;"Nowy Sącz (1)";83558;49324;
1263000;"Powiat m.Tarnów";107498;62492;
1263011;"Tarnów (1)";107498;62492;
1400000;"MAZOWIECKIE";5425028;3177362;
1401000;"Powiat białobrzeski";33329;20077;
1401013;"Białobrzegi (3)";10236;5925;
1401014;"Białobrzegi - miasto (4)";6853;3858;
1401015;"Białobrzegi - obszar wiejski (5)";3383;2067;
1401022;"Promna (2)";5540;3297;
1401032;"Radzanów (2)";3883;2322;
1401042;"Stara Błotnica (2)";5294;3307;
1401052;"Stromiec (2)";5609;3514;
1401063;"Wyśmierzyce (3)";2767;1712;
1401064;"Wyśmierzyce - miasto (4)";896;585;
1401065;"Wyśmierzyce - obszar wiejski (5)";1871;1127;
1402000;"Powiat ciechanowski";88891;53205;
1402011;"Ciechanów (1)";43883;25645;
1402022;"Ciechanów (2)";7159;4526;
1402033;"Glinojeck (3)";7764;4688;
1402034;"Glinojeck - miasto (4)";2976;1863;
1402035;"Glinojeck - obszar wiejski (5)";4788;2825;
1402042;"Gołymin-Ośrodek (2)";3709;2294;
1402052;"Grudusk (2)";3535;2121;
1402062;"Ojrzeń (2)";4279;2637;
1402072;"Opinogóra Górna (2)";5937;3655;
1402082;"Regimin (2)";4954;3050;
1402092;"Sońsk (2)";7671;4589;
1403000;"Powiat garwoliński";108634;64770;
1403011;"Garwolin (1)";17548;9922;
1403021;"Łaskarzew (1)";4809;2927;
1403032;"Borowie (2)";5231;3166;
1403042;"Garwolin (2)";13371;8029;
1403052;"Górzno (2)";6557;3933;
1403062;"Łaskarzew (2)";5447;3374;
1403072;"Maciejowice (2)";6871;4198;
1403082;"Miastków Kościelny (2)";4835;2879;
1403092;"Parysów (2)";4143;2447;
1403103;"Pilawa (3)";10959;6591;
1403104;"Pilawa - miasto (4)";4564;2817;
1403105;"Pilawa - obszar wiejski (5)";6395;3774;
1403112;"Sobolew (2)";8173;4830;
1403122;"Trojanów (2)";7236;4320;
1403132;"Wilga (2)";5261;3255;
1403143;"Żelechów (3)";8193;4899;
1403144;"Żelechów - miasto (4)";3895;2319;
1403145;"Żelechów - obszar wiejski (5)";4298;2580;
1404000;"Powiat gostyniński";44581;26850;
1404011;"Gostynin (1)";18355;10679;
1404022;"Gostynin (2)";11957;7515;
1404032;"Pacyna (2)";3458;2086;
1404043;"Sanniki (3)";5972;3577;
1404044;"Sanniki - miasto (4)";1932;1158;
1404045;"Sanniki - obszar wiejski (5)";4040;2419;
1404052;"Szczawin Kościelny (2)";4839;2993;
1405000;"Powiat grodziski";97462;56625;
1405011;"Milanówek (1)";16478;9326;
1405021;"Podkowa Leśna (1)";3801;2035;
1405032;"Baranów (2)";5371;3209;
1405043;"Grodzisk Mazowiecki (3)";49948;28903;
1405044;"Grodzisk Mazowiecki - miasto (4)";32452;18484;
1405045;"Grodzisk Mazowiecki - obszar wiejski (5)";17496;10419;
1405052;"Jaktorów (2)";12638;7573;
1405062;"Żabia Wola (2)";9226;5579;
1406000;"Powiat grójecki";97979;57570;
1406012;"Belsk Duży (2)";6440;3820;
1406022;"Błędów (2)";7357;4367;
1406032;"Chynów (2)";9853;5942;
1406042;"Goszczyn (2)";2942;1742;
1406053;"Grójec (3)";25882;15047;
1406054;"Grójec - miasto (4)";16785;9614;
1406055;"Grójec - obszar wiejski (5)";9097;5433;
1406062;"Jasieniec (2)";5356;3194;
1406073;"Mogielnica (3)";8579;4990;
1406074;"Mogielnica - miasto (4)";2193;1230;
1406075;"Mogielnica - obszar wiejski (5)";6386;3760;
1406083;"Nowe Miasto nad Pilicą (3)";7615;4350;
1406084;"Nowe Miasto nad Pilicą - miasto (4)";3672;2053;
1406085;"Nowe Miasto nad Pilicą - obszar wiejski (5)";3943;2297;
1406092;"Pniewy (2)";4788;2816;
1406113;"Warka (3)";19167;11302;
1406114;"Warka - miasto (4)";11926;7068;
1406115;"Warka - obszar wiejski (5)";7241;4234;
1407000;"Powiat kozienicki";59592;35259;
1407012;"Garbatka-Letnisko (2)";5019;3018;
1407022;"Głowaczów (2)";7060;4347;
1407032;"Gniewoszów (2)";3842;2267;
1407042;"Grabów nad Pilicą (2)";3919;2380;
1407053;"Kozienice (3)";29187;16822;
1407054;"Kozienice - miasto (4)";16877;9230;
1407055;"Kozienice - obszar wiejski (5)";12310;7592;
1407062;"Magnuszew (2)";6706;4065;
1407072;"Sieciechów (2)";3859;2360;
1408000;"Powiat legionowski";119882;70239;
1408011;"Legionowo (1)";53529;30134;
1408022;"Jabłonna (2)";20096;12288;
1408032;"Nieporęt (2)";14841;8828;
1408043;"Serock (3)";15363;9221;
1408044;"Serock - miasto (4)";4658;2782;
1408045;"Serock - obszar wiejski (5)";10705;6439;
1408052;"Wieliszew (2)";16053;9768;
1409000;"Powiat lipski";33598;19714;
1409012;"Chotcza (2)";2333;1390;
1409022;"Ciepielów (2)";5504;3333;
1409033;"Lipsko (3)";10881;6386;
1409034;"Lipsko - miasto (4)";5377;3133;
1409035;"Lipsko - obszar wiejski (5)";5504;3253;
1409042;"Rzeczniów (2)";4332;2612;
1409052;"Sienno (2)";5757;3322;
1409062;"Solec nad Wisłą (2)";4791;2671;
1410000;"Powiat łosicki";30556;17924;
1410012;"Huszlew (2)";2780;1581;
1410023;"Łosice (3)";10739;6166;
1410024;"Łosice - miasto (4)";7023;3928;
1410025;"Łosice - obszar wiejski (5)";3716;2238;
1410032;"Olszanka (2)";2914;1688;
1410042;"Platerów (2)";4825;2871;
1410052;"Sarnaki (2)";4602;2767;
1410062;"Stara Kornica (2)";4696;2851;
1411000;"Powiat makowski";44438;26505;
1411011;"Maków Mazowiecki (1)";9575;5519;
1411022;"Czerwonka (2)";2632;1624;
1411032;"Karniewo (2)";5117;3110;
1411042;"Krasnosielc (2)";6283;3803;
1411052;"Młynarze (2)";1734;1057;
1411062;"Płoniawy-Bramura (2)";5244;3218;
1411073;"Różan (3)";4400;2558;
1411074;"Różan - miasto (4)";2698;1570;
1411075;"Różan - obszar wiejski (5)";1702;988;
1411082;"Rzewnie (2)";2591;1519;
1411092;"Sypniewo (2)";3228;1936;
1411102;"Szelków (2)";3634;2161;
1412000;"Powiat miński";154951;91927;
1412011;"Mińsk Mazowiecki (1)";40916;23779;
1412042;"Cegłów (2)";6072;3546;
1412052;"Dębe Wielkie (2)";10684;6425;
1412062;"Dobre (2)";5970;3571;
1412073;"Halinów (3)";16438;9968;
1412074;"Halinów - miasto (4)";3714;2244;
1412075;"Halinów - obszar wiejski (5)";12724;7724;
1412082;"Jakubów (2)";5103;3056;
1412093;"Kałuszyn (3)";5749;3391;
1412094;"Kałuszyn - miasto (4)";2862;1731;
1412095;"Kałuszyn - obszar wiejski (5)";2887;1660;
1412102;"Latowicz (2)";5379;3205;
1412112;"Mińsk Mazowiecki (2)";15673;9703;
1412123;"Mrozy (3)";8699;5160;
1412124;"Mrozy - miasto (4)";3586;2081;
1412125;"Mrozy - obszar wiejski (5)";5113;3079;
1412132;"Siennica (2)";7520;4425;
1412142;"Stanisławów (2)";6797;4157;
1412151;"Sulejówek (1)";19951;11541;
1413000;"Powiat mławski";72269;44096;
1413011;"Mława (1)";31129;18700;
1413022;"Dzierzgowo (2)";3039;1811;
1413032;"Lipowiec Kościelny (2)";4805;2969;
1413042;"Radzanów (2)";3262;2026;
1413052;"Strzegowo (2)";7415;4489;
1413062;"Stupsk (2)";4820;3009;
1413072;"Szreńsk (2)";4070;2540;
1413082;"Szydłowo (2)";4537;2819;
1413092;"Wieczfnia Kościelna (2)";3996;2455;
1413102;"Wiśniewo (2)";5196;3278;
1414000;"Powiat nowodworski";79265;47524;
1414011;"Nowy Dwór Mazowiecki (1)";28691;16859;
1414022;"Czosnów (2)";9971;6022;
1414032;"Leoncin (2)";5588;3338;
1414043;"Nasielsk (3)";19943;12250;
1414044;"Nasielsk - miasto (4)";7650;4607;
1414045;"Nasielsk - obszar wiejski (5)";12293;7643;
1414052;"Pomiechówek (2)";9086;5375;
1414063;"Zakroczym (3)";5986;3680;
1414064;"Zakroczym - miasto (4)";3149;1903;
1414065;"Zakroczym - obszar wiejski (5)";2837;1777;
1415000;"Powiat ostrołęcki";88497;55511;
1415012;"Baranowo (2)";6460;4058;
1415022;"Czarnia (2)";2472;1619;
1415032;"Czerwin (2)";5054;2970;
1415042;"Goworowo (2)";8211;4921;
1415052;"Kadzidło (2)";11307;7192;
1415062;"Lelis (2)";9780;6211;
1415072;"Łyse (2)";8340;5326;
1415083;"Myszyniec (3)";10396;6681;
1415084;"Myszyniec - miasto (4)";3397;2169;
1415085;"Myszyniec - obszar wiejski (5)";6999;4512;
1415092;"Olszewo-Borki (2)";10789;6870;
1415102;"Rzekuń (2)";10963;6853;
1415112;"Troszyn (2)";4725;2810;
1416000;"Powiat ostrowski";71790;43049;
1416011;"Ostrów Mazowiecka (1)";22216;13204;
1416022;"Andrzejewo (2)";4022;2406;
1416032;"Boguty-Pianki (2)";2558;1537;
1416043;"Brok (3)";2780;1682;
1416044;"Brok - miasto (4)";1904;1159;
1416045;"Brok - obszar wiejski (5)";876;523;
1416052;"Małkinia Górna (2)";11546;6895;
1416062;"Nur (2)";2623;1536;
1416072;"Ostrów Mazowiecka (2)";12880;7925;
1416082;"Stary Lubotyń (2)";3699;2196;
1416092;"Szulborze Wielkie (2)";1630;992;
1416102;"Wąsewo (2)";4238;2514;
1416112;"Zaręby Kościelne (2)";3598;2162;
1417000;"Powiat otwocki";124283;71964;
1417011;"Józefów (1)";20741;11722;
1417021;"Otwock (1)";44317;25381;
1417032;"Celestynów (2)";11701;6965;
1417043;"Karczew (3)";15930;9190;
1417044;"Karczew - miasto (4)";9811;5528;
1417045;"Karczew - obszar wiejski (5)";6119;3662;
1417052;"Kołbiel (2)";8235;4860;
1417062;"Osieck (2)";3673;2153;
1417072;"Sobienie-Jeziory (2)";6356;3788;
1417082;"Wiązowna (2)";13330;7905;
1418000;"Powiat piaseczyński";190606;112254;
1418013;"Góra Kalwaria (3)";27044;15988;
1418014;"Góra Kalwaria - miasto (4)";11988;6802;
1418015;"Góra Kalwaria - obszar wiejski (5)";15056;9186;
1418023;"Konstancin-Jeziorna (3)";24621;14139;
1418024;"Konstancin-Jeziorna - miasto (4)";16889;9539;
1418025;"Konstancin-Jeziorna - obszar wiejski (5)";7732;4600;
1418032;"Lesznowola (2)";29767;17523;
1418043;"Piaseczno (3)";86217;51001;
1418044;"Piaseczno - miasto (4)";48670;28732;
1418045;"Piaseczno - obszar wiejski (5)";37547;22269;
1418052;"Prażmów (2)";11363;6845;
1418063;"Tarczyn (3)";11594;6758;
1418064;"Tarczyn - miasto (4)";4150;2339;
1418065;"Tarczyn - obszar wiejski (5)";7444;4419;
1419000;"Powiat płocki";110742;68659;
1419012;"Bielsk (2)";9053;5683;
1419022;"Bodzanów (2)";8152;4953;
1419032;"Brudzeń Duży (2)";8236;5146;
1419042;"Bulkowo (2)";5472;3366;
1419053;"Drobin (3)";7811;4793;
1419054;"Drobin - miasto (4)";2821;1704;
1419055;"Drobin - obszar wiejski (5)";4990;3089;
1419063;"Gąbin (3)";10969;6644;
1419064;"Gąbin - miasto (4)";4082;2376;
1419065;"Gąbin - obszar wiejski (5)";6887;4268;
1419072;"Łąck (2)";5376;3377;
1419082;"Mała Wieś (2)";5913;3640;
1419092;"Nowy Duninów (2)";3979;2467;
1419102;"Radzanowo (2)";8532;5379;
1419112;"Słubice (2)";4415;2704;
1419122;"Słupno (2)";8129;5004;
1419132;"Stara Biała (2)";12019;7694;
1419142;"Staroźreby (2)";7154;4514;
1419153;"Wyszogród (3)";5532;3295;
1419154;"Wyszogród - miasto (4)";2569;1558;
1419155;"Wyszogród - obszar wiejski (5)";2963;1737;
1420000;"Powiat płoński";86671;52154;
1420011;"Płońsk (1)";21924;12631;
1420021;"Raciąż (1)";4390;2717;
1420032;"Baboszewo (2)";7913;4894;
1420043;"Czerwińsk nad Wisłą (3)";7608;4555;
1420044;"Czerwińsk nad Wisłą - miasto (4)";1010;606;
1420045;"Czerwińsk nad Wisłą - obszar wiejski (5)";6598;3949;
1420052;"Dzierzążnia (2)";3586;2231;
1420062;"Joniec (2)";2650;1527;
1420072;"Naruszewo (2)";6298;3767;
1420082;"Nowe Miasto (2)";4665;2825;
1420092;"Płońsk (2)";8015;5070;
1420102;"Raciąż (2)";8218;5055;
1420112;"Sochocin (2)";5752;3442;
1420122;"Załuski (2)";5652;3440;
1421000;"Powiat pruszkowski";166679;96092;
1421011;"Piastów (1)";22559;12618;
1421021;"Pruszków (1)";62623;36001;
1421033;"Brwinów (3)";26812;15575;
1421034;"Brwinów - miasto (4)";13687;7854;
1421035;"Brwinów - obszar wiejski (5)";13125;7721;
1421042;"Michałowice (2)";18361;10527;
1421052;"Nadarzyn (2)";14353;8687;
1421062;"Raszyn (2)";21971;12684;
1422000;"Powiat przasnyski";52101;31137;
1422011;"Przasnysz (1)";17055;9656;
1422023;"Chorzele (3)";10075;6240;
1422024;"Chorzele - miasto (4)";3100;1834;
1422025;"Chorzele - obszar wiejski (5)";6975;4406;
1422032;"Czernice Borowe (2)";3767;2241;
1422042;"Jednorożec (2)";7023;4476;
1422052;"Krasne (2)";3560;2111;
