"Kod";"Nazwa";"wskaźnik świadczenia usług odbioru odpadów komunalnych z nieruchomości zamieszkanych;2020;[%]";"wskaźnik efektywności kosztowej ogółem usług odebranych odpadów komunalnych;2020;[zł/t]";
1402034;"Glinojeck - miasto (4)";0,0;0,00;
1402035;"Glinojeck - obszar wiejski (5)";0,0;0,00;
1402042;"Gołymin-Ośrodek (2)";91,6;935,91;
1402052;"Grudusk (2)";94,4;996,04;
1402062;"Ojrzeń (2)";94,3;988,51;
1402072;"Opinogóra Górna (2)";92,7;578,61;
1402082;"Regimin (2)";100,0;772,81;
1402092;"Sońsk (2)";87,3;884,42;
1403000;"Powiat garwoliński";0,0;0,00;
1403011;"Garwolin (1)";96,2;1145,13;
1403021;"Łaskarzew (1)";91,1;715,32;
1403032;"Borowie (2)";92,7;1109,77;
1403042;"Garwolin (2)";94,5;1524,55;
1403052;"Górzno (2)";93,6;890,98;
1403062;"Łaskarzew (2)";97,2;1310,82;
1403072;"Maciejowice (2)";95,8;1651,68;
1403082;"Miastków Kościelny (2)";86,4;926,59;
1403092;"Parysów (2)";91,1;1328,99;
1403103;"Pilawa (3)";95,7;998,36;
1403104;"Pilawa - miasto (4)";0,0;0,00;
1403105;"Pilawa - obszar wiejski (5)";0,0;0,00;
1403112;"Sobolew (2)";93,3;1285,43;
1403122;"Trojanów (2)";95,5;1479,68;
1403132;"Wilga (2)";91,1;1225,57;
1403143;"Żelechów (3)";89,0;1513,32;
1403144;"Żelechów - miasto (4)";0,0;0,00;
1403145;"Żelechów - obszar wiejski (5)";0,0;0,00;
1404000;"Powiat gostyniński";0,0;0,00;
1404011;"Gostynin (1)";74,6;582,23;
1404022;"Gostynin (2)";88,9;1150,11;
1404032;"Pacyna (2)";96,5;1339,29;
1404043;"Sanniki (3)";88,5;1156,54;
1404044;"Sanniki - miasto (4)";0,0;0,00;
1404045;"Sanniki - obszar wiejski (5)";0,0;0,00;
1404052;"Szczawin Kościelny (2)";87,5;1260,65;
1405000;"Powiat grodziski";0,0;0,00;
1405011;"Milanówek (1)";77,0;941,87;
1405021;"Podkowa Leśna (1)";61,4;951,64;
1405032;"Baranów (2)";83,2;933,65;
1405043;"Grodzisk Mazowiecki (3)";80,0;821,20;
1405044;"Grodzisk Mazowiecki - miasto (4)";0,0;0,00;
1405045;"Grodzisk Mazowiecki - obszar wiejski (5)";0,0;0,00;
1405052;"Jaktorów (2)";79,3;879,75;
1405062;"Żabia Wola (2)";98,8;1405,31;
1406000;"Powiat grójecki";0,0;0,00;
1406012;"Belsk Duży (2)";85,4;2029,51;
1406022;"Błędów (2)";84,3;964,24;
1406032;"Chynów (2)";91,8;2016,04;
1406042;"Goszczyn (2)";85,5;2501,38;
1406053;"Grójec (3)";79,1;1133,55;
1406054;"Grójec - miasto (4)";0,0;0,00;
1406055;"Grójec - obszar wiejski (5)";0,0;0,00;
1406062;"Jasieniec (2)";92,9;376,02;
1406073;"Mogielnica (3)";81,4;922,76;
1406074;"Mogielnica - miasto (4)";0,0;0,00;
1406075;"Mogielnica - obszar wiejski (5)";0,0;0,00;
1406083;"Nowe Miasto nad Pilicą (3)";70,0;1177,70;
1406084;"Nowe Miasto nad Pilicą - miasto (4)";0,0;0,00;
1406085;"Nowe Miasto nad Pilicą - obszar wiejski (5)";0,0;0,00;
1406092;"Pniewy (2)";98,1;1003,99;
1406113;"Warka (3)";87,1;739,33;
1406114;"Warka - miasto (4)";0,0;0,00;
1406115;"Warka - obszar wiejski (5)";0,0;0,00;
1407000;"Powiat kozienicki";0,0;0,00;
1407012;"Garbatka-Letnisko (2)";83,1;1004,08;
1407022;"Głowaczów (2)";93,7;875,66;
1407032;"Gniewoszów (2)";92,3;1110,87;
1407042;"Grabów nad Pilicą (2)";70,7;1175,28;
1407053;"Kozienice (3)";82,7;712,33;
1407054;"Kozienice - miasto (4)";0,0;0,00;
1407055;"Kozienice - obszar wiejski (5)";0,0;0,00;
1407062;"Magnuszew (2)";88,3;1524,92;
1407072;"Sieciechów (2)";94,9;1666,78;
1408000;"Powiat legionowski";0,0;0,00;
1408011;"Legionowo (1)";89,6;847,86;
1408022;"Jabłonna (2)";83,4;970,41;
1408032;"Nieporęt (2)";82,0;858,74;
1408043;"Serock (3)";84,1;619,63;
1408044;"Serock - miasto (4)";0,0;0,00;
1408045;"Serock - obszar wiejski (5)";0,0;0,00;
1408052;"Wieliszew (2)";94,0;1744,04;
1409000;"Powiat lipski";0,0;0,00;
1409012;"Chotcza (2)";100,0;814,89;
1409022;"Ciepielów (2)";98,1;1083,34;
1409033;"Lipsko (3)";72,6;698,20;
1409034;"Lipsko - miasto (4)";0,0;0,00;
1409035;"Lipsko - obszar wiejski (5)";0,0;0,00;
1409042;"Rzeczniów (2)";95,3;1175,53;
1409052;"Sienno (2)";100,0;978,07;
1409062;"Solec nad Wisłą (2)";85,7;869,01;
1410000;"Powiat łosicki";0,0;0,00;
1410012;"Huszlew (2)";79,4;1105,61;
1410023;"Łosice (3)";71,6;573,45;
1410024;"Łosice - miasto (4)";0,0;0,00;
1410025;"Łosice - obszar wiejski (5)";0,0;0,00;
1410032;"Olszanka (2)";90,0;1461,29;
1410042;"Platerów (2)";85,3;1415,05;
1410052;"Sarnaki (2)";91,3;989,27;
1410062;"Stara Kornica (2)";92,9;1138,48;
1411000;"Powiat makowski";0,0;0,00;
1411011;"Maków Mazowiecki (1)";86,0;682,36;
1411022;"Czerwonka (2)";95,0;958,88;
1411032;"Karniewo (2)";100,0;819,08;
1411042;"Krasnosielc (2)";92,3;1194,38;
1411052;"Młynarze (2)";88,5;1189,96;
1411062;"Płoniawy-Bramura (2)";91,9;921,10;
1411073;"Różan (3)";99,9;1120,82;
1411074;"Różan - miasto (4)";0,0;0,00;
1411075;"Różan - obszar wiejski (5)";0,0;0,00;
1411082;"Rzewnie (2)";99,3;1219,70;
1411092;"Sypniewo (2)";98,7;1119,35;
1411102;"Szelków (2)";93,0;952,86;
1412000;"Powiat miński";0,0;0,00;
1412011;"Mińsk Mazowiecki (1)";99,9;788,31;
1412042;"Cegłów (2)";83,8;1246,04;
1412052;"Dębe Wielkie (2)";86,9;1350,03;
1412062;"Dobre (2)";87,7;1345,60;
1412073;"Halinów (3)";76,9;935,83;
1412074;"Halinów - miasto (4)";0,0;0,00;
1412075;"Halinów - obszar wiejski (5)";0,0;0,00;
1412082;"Jakubów (2)";85,6;1050,39;
1412093;"Kałuszyn (3)";73,3;1115,23;
1412094;"Kałuszyn - miasto (4)";0,0;0,00;
1412095;"Kałuszyn - obszar wiejski (5)";0,0;0,00;
1412102;"Latowicz (2)";94,8;1291,63;
1412112;"Mińsk Mazowiecki (2)";69,5;439,86;
1412123;"Mrozy (3)";71,2;731,70;
1412124;"Mrozy - miasto (4)";0,0;0,00;
1412125;"Mrozy - obszar wiejski (5)";0,0;0,00;
1412132;"Siennica (2)";66,2;1074,51;
1412142;"Stanisławów (2)";88,4;971,41;
1412151;"Sulejówek (1)";79,6;809,35;
1413000;"Powiat mławski";0,0;0,00;
1413011;"Mława (1)";82,8;801,80;
1413022;"Dzierzgowo (2)";90,4;1249,09;
1413032;"Lipowiec Kościelny (2)";94,1;1192,33;
1413042;"Radzanów (2)";86,8;1404,51;
1413052;"Strzegowo (2)";90,1;726,97;
1413062;"Stupsk (2)";85,2;1195,57;
1413072;"Szreńsk (2)";88,1;962,84;
1413082;"Szydłowo (2)";86,0;1440,65;
1413092;"Wieczfnia Kościelna (2)";64,1;907,00;
1413102;"Wiśniewo (2)";83,6;828,91;
1414000;"Powiat nowodworski";0,0;0,00;
1414011;"Nowy Dwór Mazowiecki (1)";79,7;769,98;
1414022;"Czosnów (2)";71,0;995,13;
1414032;"Leoncin (2)";82,6;588,29;
1414043;"Nasielsk (3)";96,9;1180,70;
1414044;"Nasielsk - miasto (4)";0,0;0,00;
1414045;"Nasielsk - obszar wiejski (5)";0,0;0,00;
1414052;"Pomiechówek (2)";82,2;773,20;
1414063;"Zakroczym (3)";70,7;779,71;
1414064;"Zakroczym - miasto (4)";0,0;0,00;
1414065;"Zakroczym - obszar wiejski (5)";0,0;0,00;
1415000;"Powiat ostrołęcki";0,0;0,00;
1415012;"Baranowo (2)";78,5;1076,86;
1415022;"Czarnia (2)";96,8;1696,15;
1415032;"Czerwin (2)";83,7;799,13;
1415042;"Goworowo (2)";77,4;742,22;
1415052;"Kadzidło (2)";83,2;600,35;
1415062;"Lelis (2)";88,6;852,24;
1415072;"Łyse (2)";51,2;883,57;
1415083;"Myszyniec (3)";73,7;874,45;
1415084;"Myszyniec - miasto (4)";0,0;0,00;
1415085;"Myszyniec - obszar wiejski (5)";0,0;0,00;
1415092;"Olszewo-Borki (2)";88,5;1010,15;
1415102;"Rzekuń (2)";78,9;696,01;
1415112;"Troszyn (2)";82,3;888,36;
1416000;"Powiat ostrowski";0,0;0,00;
1416011;"Ostrów Mazowiecka (1)";75,4;650,00;
1416022;"Andrzejewo (2)";87,4;819,12;
1416032;"Boguty-Pianki (2)";99,1;968,41;
1416043;"Brok (3)";88,3;1079,37;
1416044;"Brok - miasto (4)";0,0;0,00;
1416045;"Brok - obszar wiejski (5)";0,0;0,00;
1416052;"Małkinia Górna (2)";76,9;1007,51;
1416062;"Nur (2)";76,2;781,30;
1416072;"Ostrów Mazowiecka (2)";87,1;736,65;
1416082;"Stary Lubotyń (2)";93,6;758,04;
1416092;"Szulborze Wielkie (2)";94,1;565,88;
1416102;"Wąsewo (2)";82,0;874,47;
1416112;"Zaręby Kościelne (2)";95,4;541,65;
1417000;"Powiat otwocki";0,0;0,00;
1417011;"Józefów (1)";78,2;1497,93;
1417021;"Otwock (1)";80,4;909,88;
1417032;"Celestynów (2)";72,4;977,00;
1417043;"Karczew (3)";77,9;1213,66;
1417044;"Karczew - miasto (4)";0,0;0,00;
1417045;"Karczew - obszar wiejski (5)";0,0;0,00;
1417052;"Kołbiel (2)";74,1;1206,92;
1417062;"Osieck (2)";83,5;1253,23;
1417072;"Sobienie-Jeziory (2)";71,8;1029,86;
1417082;"Wiązowna (2)";66,8;720,65;
1418000;"Powiat piaseczyński";0,0;0,00;
1418013;"Góra Kalwaria (3)";80,2;1302,87;
1418014;"Góra Kalwaria - miasto (4)";0,0;0,00;
1418015;"Góra Kalwaria - obszar wiejski (5)";0,0;0,00;
1418023;"Konstancin-Jeziorna (3)";77,4;889,88;
1418024;"Konstancin-Jeziorna - miasto (4)";0,0;0,00;
1418025;"Konstancin-Jeziorna - obszar wiejski (5)";0,0;0,00;
1418032;"Lesznowola (2)";99,3;1102,09;
1418043;"Piaseczno (3)";88,7;902,70;
1418044;"Piaseczno - miasto (4)";0,0;0,00;
1418045;"Piaseczno - obszar wiejski (5)";0,0;0,00;
1418052;"Prażmów (2)";91,5;1026,75;
1418063;"Tarczyn (3)";77,9;1315,73;
1418064;"Tarczyn - miasto (4)";0,0;0,00;
1418065;"Tarczyn - obszar wiejski (5)";0,0;0,00;
1419000;"Powiat płocki";0,0;0,00;
1419012;"Bielsk (2)";97,4;995,10;
1419022;"Bodzanów (2)";75,6;863,54;
1419032;"Brudzeń Duży (2)";95,2;1198,30;
1419042;"Bulkowo (2)";76,7;835,46;
1419053;"Drobin (3)";93,4;1260,99;
1419054;"Drobin - miasto (4)";0,0;0,00;
1419055;"Drobin - obszar wiejski (5)";0,0;0,00;
1419063;"Gąbin (3)";85,8;1200,61;
1419064;"Gąbin - miasto (4)";0,0;0,00;
1419065;"Gąbin - obszar wiejski (5)";0,0;0,00;
1419072;"Łąck (2)";93,3;1085,75;
1419082;"Mała Wieś (2)";83,4;764,39;
1419092;"Nowy Duninów (2)";86,7;1221,32;
1419102;"Radzanowo (2)";88,5;1290,31;
1419112;"Słubice (2)";86,0;1329,77;
1419122;"Słupno (2)";91,9;978,42;
1419132;"Stara Biała (2)";87,4;865,18;
1419142;"Staroźreby (2)";79,1;942,76;
1419153;"Wyszogród (3)";93,6;987,53;
1419154;"Wyszogród - miasto (4)";0,0;0,00;
1419155;"Wyszogród - obszar wiejski (5)";0,0;0,00;
1420000;"Powiat płoński";0,0;0,00;
1420011;"Płońsk (1)";75,7;582,73;
1420021;"Raciąż (1)";78,9;663,28;
1420032;"Baboszewo (2)";79,8;833,55;
1420043;"Czerwińsk nad Wisłą (3)";80,6;1128,95;
1420044;"Czerwińsk nad Wisłą - miasto (4)";0,0;0,00;
1420045;"Czerwińsk nad Wisłą - obszar wiejski (5)";0,0;0,00;
1420052;"Dzierzążnia (2)";89,4;833,22;
1420062;"Joniec (2)";80,7;843,59;
1420072;"Naruszewo (2)";86,4;921,76;
1420082;"Nowe Miasto (2)";86,3;821,92;
1420092;"Płońsk (2)";82,0;763,06;
1420102;"Raciąż (2)";71,1;748,12;
1420112;"Sochocin (2)";86,6;744,38;
1420122;"Załuski (2)";73,7;802,08;
1421000;"Powiat pruszkowski";0,0;0,00;
1421011;"Piastów (1)";80,3;998,72;
1421021;"Pruszków (1)";79,1;697,46;
1421033;"Brwinów (3)";75,3;1027,60;
1421034;"Brwinów - miasto (4)";0,0;0,00;
1421035;"Brwinów - obszar wiejski (5)";0,0;0,00;
1421042;"Michałowice (2)";75,1;740,40;
1421052;"Nadarzyn (2)";53,6;430,80;
1421062;"Raszyn (2)";62,7;758,22;
1422000;"Powiat przasnyski";0,0;0,00;
1422011;"Przasnysz (1)";74,7;979,91;
1422023;"Chorzele (3)";99,3;750,08;
1422024;"Chorzele - miasto (4)";0,0;0,00;
1422025;"Chorzele - obszar wiejski (5)";0,0;0,00;
1422032;"Czernice Borowe (2)";77,1;1477,63;
1422042;"Jednorożec (2)";100,0;1271,12;
1422052;"Krasne (2)";77,8;1199,54;
1422062;"Krzynowłoga Mała (2)";99,5;1334,18;
1422072;"Przasnysz (2)";94,6;1080,28;
1423000;"Powiat przysuski";0,0;0,00;
1423012;"Borkowice (2)";99,7;762,35;
1423022;"Gielniów (2)";97,1;850,12;
1423032;"Klwów (2)";96,1;998,73;
1423042;"Odrzywół (2)";89,1;846,64;
1423052;"Potworów (2)";87,7;1086,73;
1423063;"Przysucha (3)";88,1;479,17;
1423064;"Przysucha - miasto (4)";0,0;0,00;
1423065;"Przysucha - obszar wiejski (5)";0,0;0,00;
1423072;"Rusinów (2)";99,2;759,32;
1423082;"Wieniawa (2)";87,8;805,48;
1424000;"Powiat pułtuski";0,0;0,00;
1424012;"Gzy (2)";91,6;1244,13;
1424022;"Obryte (2)";70,5;1364,15;
1424032;"Pokrzywnica (2)";86,5;1129,88;
1424043;"Pułtusk (3)";75,0;933,36;
1424044;"Pułtusk - miasto (4)";0,0;0,00;
1424045;"Pułtusk - obszar wiejski (5)";0,0;0,00;
1424052;"Świercze (2)";95,1;1540,74;
1424062;"Winnica (2)";79,2;1156,99;
1424072;"Zatory (2)";84,3;790,01;
1425000;"Powiat radomski";0,0;0,00;
1425011;"Pionki (1)";90,9;793,53;
1425022;"Gózd (2)";81,8;1080,80;
1425033;"Iłża (3)";80,3;807,71;
1425034;"Iłża - miasto (4)";0,0;0,00;
1425035;"Iłża - obszar wiejski (5)";0,0;0,00;
1425042;"Jastrzębia (2)";93,6;1124,97;
1425052;"Jedlińsk (2)";82,4;921,49;
1425062;"Jedlnia-Letnisko (2)";90,8;914,04;
1425072;"Kowala (2)";94,4;749,14;
1425082;"Pionki (2)";88,7;1009,23;
1425092;"Przytyk (2)";86,1;1037,33;
1425103;"Skaryszew (3)";94,6;577,50;
1425104;"Skaryszew - miasto (4)";0,0;0,00;
1425105;"Skaryszew - obszar wiejski (5)";0,0;0,00;
1425112;"Wierzbica (2)";81,5;490,24;
1425122;"Wolanów (2)";75,4;856,98;
1425132;"Zakrzew (2)";94,3;543,25;
1426000;"Powiat siedlecki";0,0;0,00;
1426012;"Domanice (2)";93,3;1255,32;
1426022;"Korczew (2)";82,8;812,12;
1426032;"Kotuń (2)";69,9;1278,11;
1426042;"Mokobody (2)";83,2;1394,99;
1426053;"Mordy (3)";81,1;1121,29;
1426054;"Mordy - miasto (4)";0,0;0,00;
1426055;"Mordy - obszar wiejski (5)";0,0;0,00;
1426062;"Paprotnia (2)";80,6;809,26;
1426072;"Przesmyki (2)";73,6;1005,15;
1426082;"Siedlce (2)";95,4;330,46;
1426092;"Skórzec (2)";75,5;1276,16;
1426102;"Suchożebry (2)";63,5;676,73;
1426112;"Wiśniew (2)";85,6;1041,61;
1426122;"Wodynie (2)";76,9;1052,30;
1426132;"Zbuczyn (2)";82,5;682,25;
1427000;"Powiat sierpecki";0,0;0,00;
1427011;"Sierpc (1)";71,8;630,85;
1427022;"Gozdowo (2)";80,2;968,82;
1427032;"Mochowo (2)";88,7;765,41;
1427042;"Rościszewo (2)";93,1;954,74;
1427052;"Sierpc (2)";92,7;880,47;
1427062;"Szczutowo (2)";81,5;808,52;
1427072;"Zawidz (2)";83,6;1012,23;
1428000;"Powiat sochaczewski";0,0;0,00;
1428011;"Sochaczew (1)";58,5;597,67;
1428022;"Brochów (2)";73,6;989,18;
1428032;"Iłów (2)";90,3;1465,59;
1428042;"Młodzieszyn (2)";80,8;1247,82;
1428052;"Nowa Sucha (2)";76,8;1111,42;
1428062;"Rybno (2)";82,8;1334,86;
1428072;"Sochaczew (2)";77,7;675,85;
1428082;"Teresin (2)";54,8;579,44;
1429000;"Powiat sokołowski";0,0;0,00;
1429011;"Sokołów Podlaski (1)";69,1;653,74;
1429022;"Bielany (2)";74,0;1151,87;
1429032;"Ceranów (2)";100,0;1213,88;
1429042;"Jabłonna Lacka (2)";98,3;1277,85;
1429053;"Kosów Lacki (3)";88,2;1267,71;
1429054;"Kosów Lacki - miasto (4)";0,0;0,00;
1429055;"Kosów Lacki - obszar wiejski (5)";0,0;0,00;
1429062;"Repki (2)";90,6;1414,94;
1429072;"Sabnie (2)";95,6;1119,16;
1429082;"Sokołów Podlaski (2)";91,9;688,58;
1429092;"Sterdyń (2)";95,2;1194,81;
1430000;"Powiat szydłowiecki";0,0;0,00;
1430012;"Chlewiska (2)";94,6;888,81;
1430022;"Jastrząb (2)";100,0;916,90;
1430032;"Mirów (2)";100,0;1003,65;
1430042;"Orońsko (2)";87,6;1034,94;
1430053;"Szydłowiec (3)";98,0;655,82;
1430054;"Szydłowiec - miasto (4)";0,0;0,00;
1430055;"Szydłowiec - obszar wiejski (5)";0,0;0,00;
1432000;"Powiat warszawski zachodni";0,0;0,00;
1432013;"Błonie (3)";70,2;734,17;
1432014;"Błonie - miasto (4)";0,0;0,00;
1432015;"Błonie - obszar wiejski (5)";0,0;0,00;
1432022;"Izabelin (2)";82,1;1063,98;
1432032;"Kampinos (2)";68,5;1332,52;
1432042;"Leszno (2)";79,2;1241,52;
1432053;"Łomianki (3)";77,1;991,23;
1432054;"Łomianki - miasto (4)";0,0;0,00;
1432055;"Łomianki - obszar wiejski (5)";0,0;0,00;
1432063;"Ożarów Mazowiecki (3)";60,1;851,98;
1432064;"Ożarów Mazowiecki - miasto (4)";0,0;0,00;
1432065;"Ożarów Mazowiecki - obszar wiejski (5)";0,0;0,00;
1432072;"Stare Babice (2)";78,0;1163,89;
1433000;"Powiat węgrowski";0,0;0,00;
1433011;"Węgrów (1)";100,0;744,45;
1433022;"Grębków (2)";100,0;1049,85;
1433032;"Korytnica (2)";100,0;733,83;
1433042;"Liw (2)";100,0;1208,83;
1433053;"Łochów (3)";96,8;1094,61;
1433054;"Łochów - miasto (4)";0,0;0,00;
1433055;"Łochów - obszar wiejski (5)";0,0;0,00;
1433062;"Miedzna (2)";97,1;1864,60;
1433072;"Sadowne (2)";82,4;1083,09;
1433082;"Stoczek (2)";82,8;1108,15;
1433092;"Wierzbno (2)";100,0;749,43;
1434000;"Powiat wołomiński";0,0;0,00;
1434011;"Kobyłka (1)";83,6;1202,78;
1434021;"Marki (1)";84,0;976,34;
1434031;"Ząbki (1)";89,3;785,77;
1434041;"Zielonka (1)";78,4;983,52;
1434052;"Dąbrówka (2)";72,9;996,90;
1434062;"Jadów (2)";95,9;904,71;
1434072;"Klembów (2)";96,7;1308,00;
1434082;"Poświętne (2)";88,9;1033,67;
1434093;"Radzymin (3)";72,0;1232,32;
1434094;"Radzymin - miasto (4)";0,0;0,00;
1434095;"Radzymin - obszar wiejski (5)";0,0;0,00;
1434102;"Strachówka (2)";97,2;954,80;
1434113;"Tłuszcz (3)";98,9;1072,69;
1434114;"Tłuszcz - miasto (4)";0,0;0,00;
1434115;"Tłuszcz - obszar wiejski (5)";0,0;0,00;
1434123;"Wołomin (3)";85,6;762,86;
1434124;"Wołomin - miasto (4)";0,0;0,00;
1434125;"Wołomin - obszar wiejski (5)";0,0;0,00;
1435000;"Powiat wyszkowski";0,0;0,00;
1435012;"Brańszczyk (2)";61,5;679,40;
1435022;"Długosiodło (2)";85,0;1016,01;
1435032;"Rząśnik (2)";86,1;1036,31;
1435042;"Somianka (2)";71,5;900,35;
1435053;"Wyszków (3)";80,3;739,90;
1435054;"Wyszków - miasto (4)";0,0;0,00;
1435055;"Wyszków - obszar wiejski (5)";0,0;0,00;
1435062;"Zabrodzie (2)";79,8;1163,51;
1436000;"Powiat zwoleński";0,0;0,00;
1436012;"Kazanów (2)";99,8;1042,52;
1436022;"Policzna (2)";94,3;1113,28;
1436032;"Przyłęk (2)";87,6;1434,93;
1436042;"Tczów (2)";91,9;1022,07;
1436053;"Zwoleń (3)";89,6;696,38;
1436054;"Zwoleń - miasto (4)";0,0;0,00;
1436055;"Zwoleń - obszar wiejski (5)";0,0;0,00;
1437000;"Powiat żuromiński";0,0;0,00;
1437013;"Bieżuń (3)";68,6;751,89;
1437014;"Bieżuń - miasto (4)";0,0;0,00;
1437015;"Bieżuń - obszar wiejski (5)";0,0;0,00;
1437022;"Kuczbork-Osada (2)";100,0;1041,61;
1437033;"Lubowidz (3)";87,1;905,70;
1437034;"Lubowidz - miasto (4)";0,0;0,00;
1437035;"Lubowidz - obszar wiejski (5)";0,0;0,00;
1437042;"Lutocin (2)";88,7;621,04;
1437052;"Siemiątkowo (2)";98,0;982,34;
1437063;"Żuromin (3)";59,2;833,44;
1437064;"Żuromin - miasto (4)";0,0;0,00;
1437065;"Żuromin - obszar wiejski (5)";0,0;0,00;
1438000;"Powiat żyrardowski";0,0;0,00;
1438011;"Żyrardów (1)";78,6;633,01;
1438023;"Mszczonów (3)";71,3;621,07;
1438024;"Mszczonów - miasto (4)";0,0;0,00;
1438025;"Mszczonów - obszar wiejski (5)";0,0;0,00;
1438032;"Puszcza Mariańska (2)";90,8;1195,50;
1438042;"Radziejowice (2)";62,7;1064,49;
1438052;"Wiskitki (2)";84,1;1238,94;
1461000;"Powiat m.Ostrołęka";76,0;429,89;
1461011;"Ostrołęka (1)";76,0;429,89;
1462000;"Powiat m.Płock";86,6;804,64;
1462011;"Płock (1)";86,6;804,64;
1463000;"Powiat m.Radom";62,3;631,15;
1463011;"Radom (1)";62,3;631,15;
1464000;"Powiat m.Siedlce";70,6;570,68;
1464011;"Siedlce (1)";70,6;570,68;
1465000;"Powiat m. st. Warszawa";91,1;1776,41;
1465011;"M.st.Warszawa od 2002 (1)";91,1;1776,41;
1600000;"OPOLSKIE";84,2;587,42;
1601000;"Powiat brzeski";0,0;0,00;
1601011;"Brzeg (1)";68,5;486,16;
1601022;"Skarbimierz (2)";74,1;536,04;
1601033;"Grodków (3)";95,9;589,17;
1601034;"Grodków - miasto (4)";0,0;0,00;
1601035;"Grodków - obszar wiejski (5)";0,0;0,00;
1601043;"Lewin Brzeski (3)";92,0;746,23;
1601044;"Lewin Brzeski - miasto (4)";0,0;0,00;
1601045;"Lewin Brzeski - obszar wiejski (5)";0,0;0,00;
1601052;"Lubsza (2)";75,0;616,04;
1601062;"Olszanka (2)";90,0;664,23;
1602000;"Powiat głubczycki";0,0;0,00;
1602013;"Baborów (3)";89,4;619,16;
1602014;"Baborów - miasto (4)";0,0;0,00;
1602015;"Baborów - obszar wiejski (5)";0,0;0,00;
1602022;"Branice (2)";95,0;372,08;
1602033;"Głubczyce (3)";76,7;496,57;
1602034;"Głubczyce - miasto (4)";0,0;0,00;
1602035;"Głubczyce - obszar wiejski (5)";0,0;0,00;
1602043;"Kietrz (3)";97,2;375,57;
1602044;"Kietrz - miasto (4)";0,0;0,00;
1602045;"Kietrz - obszar wiejski (5)";0,0;0,00;
1603000;"Powiat kędzierzyńsko-kozielski";0,0;0,00;
1603011;"Kędzierzyn-Koźle (1)";82,2;558,71;
1603022;"Bierawa (2)";87,0;548,15;
1603032;"Cisek (2)";95,1;505,64;
1603042;"Pawłowiczki (2)";91,0;528,22;
1603052;"Polska Cerekiew (2)";85,7;540,65;
1603062;"Reńska Wieś (2)";91,0;534,21;
1604000;"Powiat kluczborski";0,0;0,00;
1604013;"Byczyna (3)";98,2;433,68;
1604014;"Byczyna - miasto (4)";0,0;0,00;
1604015;"Byczyna - obszar wiejski (5)";0,0;0,00;
1604023;"Kluczbork (3)";77,8;877,74;
1604024;"Kluczbork - miasto (4)";0,0;0,00;
1604025;"Kluczbork - obszar wiejski (5)";0,0;0,00;
1604032;"Lasowice Wielkie (2)";97,0;858,31;
1604043;"Wołczyn (3)";89,2;703,37;
1604044;"Wołczyn - miasto (4)";0,0;0,00;
1604045;"Wołczyn - obszar wiejski (5)";0,0;0,00;
1605000;"Powiat krapkowicki";0,0;0,00;
1605013;"Gogolin (3)";67,6;776,66;
1605014;"Gogolin - miasto (4)";0,0;0,00;
1605015;"Gogolin - obszar wiejski (5)";0,0;0,00;
1605023;"Krapkowice (3)";87,4;331,49;
1605024;"Krapkowice - miasto (4)";0,0;0,00;
1605025;"Krapkowice - obszar wiejski (5)";0,0;0,00;
1605032;"Strzeleczki (2)";96,0;439,32;
1605042;"Walce (2)";84,6;703,34;
1605053;"Zdzieszowice (3)";81,3;542,08;
1605054;"Zdzieszowice - miasto (4)";0,0;0,00;
1605055;"Zdzieszowice - obszar wiejski (5)";0,0;0,00;
1606000;"Powiat namysłowski";0,0;0,00;
1606012;"Domaszowice (2)";86,1;510,62;
1606023;"Namysłów (3)";90,2;692,66;
1606024;"Namysłów - miasto (4)";0,0;0,00;
1606025;"Namysłów - obszar wiejski (5)";0,0;0,00;
1606032;"Pokój (2)";81,7;677,28;
1606042;"Świerczów (2)";81,0;818,77;
1606052;"Wilków (2)";75,4;857,45;
1607000;"Powiat nyski";0,0;0,00;
1607013;"Głuchołazy (3)";90,0;377,71;
1607014;"Głuchołazy - miasto (4)";0,0;0,00;
1607015;"Głuchołazy - obszar wiejski (5)";0,0;0,00;
1607022;"Kamiennik (2)";90,0;956,48;
1607033;"Korfantów (3)";90,0;407,85;
1607034;"Korfantów - miasto (4)";0,0;0,00;
1607035;"Korfantów - obszar wiejski (5)";0,0;0,00;
1607042;"Łambinowice (2)";96,2;569,92;
1607053;"Nysa (3)";90,0;586,39;
1607054;"Nysa - miasto (4)";0,0;0,00;
1607055;"Nysa - obszar wiejski (5)";0,0;0,00;
1607063;"Otmuchów (3)";85,8;938,45;
1607064;"Otmuchów - miasto (4)";0,0;0,00;
1607065;"Otmuchów - obszar wiejski (5)";0,0;0,00;
1607073;"Paczków (3)";88,9;625,93;
1607074;"Paczków - miasto (4)";0,0;0,00;
1607075;"Paczków - obszar wiejski (5)";0,0;0,00;
1607082;"Pakosławice (2)";90,0;519,94;
1607092;"Skoroszyce (2)";90,0;436,31;
1608000;"Powiat oleski";0,0;0,00;
1608013;"Dobrodzień (3)";94,8;531,06;
1608014;"Dobrodzień - miasto (4)";0,0;0,00;
1608015;"Dobrodzień - obszar wiejski (5)";0,0;0,00;
1608023;"Gorzów Śląski (3)";88,7;765,08;
1608024;"Gorzów Śląski - miasto (4)";0,0;0,00;
1608025;"Gorzów Śląski - obszar wiejski (5)";0,0;0,00;
